LineID,SLimit
240,	0.43296
241,	0.43296
242,	0.43296
243,	0.43296
244,	0.43296
245,	0.43296
246,	0.43296
247,	0.43296
248,	0.43296
249,	0.43296
250,	0.43296
251,	0.43296
252,	0.43296
253,	0.43296
254,	0.43296
255,	0.43296
256,	0.43296
257,	0.30134
258,	0.30134
259,	0.30134
260,	0.30134
261,	0.30134
262,	0.30134
263,	0.30134
264,	0.30134
265,	0.30134
266,	0.30134
267,	0.30134
268,	0.30134
269,	0.30134
270,	0.30134
271,	0.30134
272,	0.30134
273,	0.30134
274,	0.30134
275,	0.30134
276,	0.30134
277,	0.30134
278,	0.30134
279,	0.30134
280,	0.30134
281,	0.30134
282,	0.30134
283,	0.30134
284,	0.30134
285,	0.30134
286,	0.30134
287,	0.30134
288,	0.30134
289,	0.30134
290,	0.30134
291,	0.30134
292,	0.30134
293,	0.30134
294,	0.30134
295,	0.30134
296,	0.30134
297,	0.30134
298,	0.30134
299,	0.30134
300,	0.30134
301,	0.30134
302,	0.30134
303,	0.30134
304,	0.30134
305,	0.30134
306,	0.30134
307,	0.30134
308,	0.30134
309,	0.30134
310,	0.30134
311,	0.30134
312,	0.30134
313,	0.30134
314,	0.30134
315,	0.30134
316,	0.30134
317,	0.30134
318,	0.30134
319,	0.30134
320,	0.30134
321,	0.30134
322,	0.30134
323,	0.30134
324,	0.30134
325,	0.30134
326,	0.30134
327,	0.30134
328,	0.30134
329,	0.30134
330,	0.30134
331,	0.30134
332,	0.30134
333,	0.30134
334,	0.30134
335,	0.30134
336,	0.30134
337,	0.30134
338,	0.30134
339,	0.30134
340,	0.30134
341,	0.30134
342,	0.30134
343,	0.30134
344,	0.30134
345,	0.30134
346,	0.30134
347,	0.30134
348,	0.30134
349,	0.30134
350,	0.30134
351,	0.30134
352,	0.30134
353,	0.30134
354,	0.30134
355,	0.30134
356,	0.30134
357,	0.30134
358,	0.30134
359,	0.30134
360,	0.30134
361,	0.30134
362,	0.30134
363,	0.30134
364,	0.30134
365,	0.30134
366,	0.30134
367,	0.30134
368,	0.30134
369,	0.30134
370,	0.30134
371,	0.30134
372,	0.30134
373,	0.30134
374,	0.30134
375,	0.30134
376,	0.30134
377,	0.30134
378,	0.30134
379,	0.30134
380,	0.30134
381,	0.30134
382,	0.20143
383,	0.20143
384,	0.20143
385,	0.20143
386,	0.20143
387,	0.20143
388,	0.20143
389,	0.20143
390,	0.20143
391,	0.20143
392,	0.20143
393,	0.20143
394,	0.20143
395,	0.20143
396,	0.20143
397,	0.20143
398,	0.20143
399,	0.20143
400,	0.20143
401,	0.20143
402,	0.20143
403,	0.20143
404,	0.20143
405,	0.20143
406,	0.20143
407,	0.20143
408,	0.20143
409,	0.20143
410,	0.20143
411,	0.20143
412,	0.20143
413,	0.20143
414,	0.20143
415,	0.20143
416,	0.20143
417,	0.20143
418,	0.20143
419,	0.20143
420,	0.20143
421,	0.20143
422,	0.20143
423,	0.20143
424,	0.20143
425,	0.20143
426,	0.20143
427,	0.20143
428,	0.20143
429,	0.20143
430,	0.20143
431,	0.20143
432,	0.20143
433,	0.20143
434,	0.20143
435,	0.20143
436,	0.20143
437,	0.20143
438,	0.20143
439,	0.20143
440,	0.20143
441,	0.20143
442,	0.20143
443,	0.20143
444,	0.20143
445,	0.20143
446,	0.20143
447,	0.20143
448,	0.20143
449,	0.20143
450,	0.20143
451,	0.20143
452,	0.20143
453,	0.20143
454,	0.20143
455,	0.20143
456,	0.20143
457,	0.20143
458,	0.20143
459,	0.20143
460,	0.20143
461,	0.20143
462,	0.20143
463,	0.20143
464,	0.20143
465,	0.20143
466,	0.20143
467,	0.20143
468,	0.20143
469,	0.20143
470,	0.20143
471,	0.20143
472,	0.20143
473,	0.20143
474,	0.20143
475,	0.20143
476,	0.20143
477,	0.20143
478,	0.20143
479,	0.20143
480,	0.20143
481,	0.20143
482,	0.20143
483,	0.20143
484,	0.20143
485,	0.20143
486,	0.20143
487,	0.20143
488,	0.20143
489,	0.20143
490,	0.20143
491,	0.20143
492,	0.20143
493,	0.20143
494,	0.20143
495,	0.20143
496,	0.20143
497,	0.20143
498,	0.20143
499,	0.20143
500,	0.20143
501,	0.20143
502,	0.20143
503,	0.20143
504,	0.20143
505,	0.20143
506,	0.20143
507,	0.20143
508,	0.20143
509,	0.20143
510,	0.20143
511,	0.20143
512,	0.20143
513,	0.20143
514,	0.20143
515,	0.20143
516,	0.20143
517,	0.20143
518,	0.20143
519,	0.20143
520,	0.20143
521,	0.20143
522,	0.20143
523,	0.20143
524,	0.20143
525,	0.20143
526,	0.20143
527,	0.20143
528,	0.20143
529,	0.20143
530,	0.20143
531,	0.20143
532,	0.20143
533,	0.20143
534,	0.20143
535,	0.20143
536,	0.20143
537,	0.20143
538,	0.20143
539,	0.20143
540,	0.20143
541,	0.20143
542,	0.20143
543,	0.20143
544,	0.20143
545,	0.20143
546,	0.20143
547,	0.20143
548,	0.20143
549,	0.20143
550,	0.20143
551,	0.20143
552,	0.20143
553,	0.20143
554,	0.20143
555,	0.20143
556,	0.20143
557,	0.20143
558,	0.20143
559,	0.20143
560,	0.20143
561,	0.20143
562,	0.20143
563,	0.20143
564,	0.20143
565,	0.20143
566,	0.20143
567,	0.20143
568,	0.20143
